,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Storey Unit,Main Location,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Property era
2003,6.0,20.0,7.0,1.0,2.0,2.0,3.0,F-11,False,False,False,True,0,Brand New (2025)
5680,6.0,10.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,False,True,0,Brand New (2025)
2823,7.0,14.0,6.0,1.0,2.0,1.0,2.0,G-9,False,False,False,True,0,Recently Built
860,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
3138,6.0,20.0,5.0,2.0,3.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Recently Built
1890,6.0,7.0,4.0,1.0,2.0,1.0,2.0,Gulberg Residencia,False,False,False,False,1,Brand New (2025)
2700,6.0,14.0,7.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,True,1,Brand New (2025)
1274,6.0,14.0,9.0,1.0,3.0,1.0,2.0,D-12,True,False,True,False,0,Recently Built
5862,6.0,14.0,7.0,2.0,2.0,1.0,2.0,D-12,False,False,False,True,1,Brand New (2025)
3342,6.0,8.0,6.0,1.0,3.0,1.0,3.0,D-12,True,False,False,False,0,Brand New (2025)
3428,6.0,5.0,5.0,1.0,1.0,1.0,1.0,B-17,True,False,True,True,0,Recently Built
2303,6.0,5.0,5.0,1.0,2.0,1.0,3.0,Gulberg Residencia,False,False,False,False,0,Brand New (2025)
5140,7.0,40.0,6.0,2.0,1.0,1.0,1.0,F-11,False,False,False,False,1,Modern Era
46,4.0,5.0,4.0,1.0,3.0,1.0,3.0,Bani Gala,False,False,False,False,0,Brand New (2025)
5902,5.0,7.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,1,Brand New (2025)
3991,5.0,7.0,5.0,1.0,1.0,1.0,2.0,B-17,False,False,False,False,0,Modern Era
5733,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Modern Era
3182,6.0,20.0,5.0,1.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
6386,2.0,5.0,2.0,1.0,1.0,1.0,1.0,PECHS,False,False,False,True,0,Recently Built
1411,6.0,12.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
2333,6.0,26.0,5.0,2.0,2.0,1.0,1.0,F-8,False,False,False,False,0,Recently Built
1618,7.0,32.0,6.0,2.0,2.0,2.0,3.0,E-7,False,False,False,False,0,Brand New (2025)
4106,4.0,5.0,3.0,1.0,2.0,2.0,2.0,Bahria Enclave,False,False,False,True,0,Brand New (2025)
3302,7.0,20.0,6.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,False,0,Brand New (2025)
4386,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Recently Built
3685,5.0,5.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,True,False,False,False,1,Recently Built
2800,6.0,20.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
5220,7.0,8.0,7.0,1.0,2.0,2.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Recently Built
964,5.0,8.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
4144,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
4568,6.0,14.0,6.0,1.0,2.0,1.0,2.0,G-10,False,False,False,False,0,Brand New (2025)
6055,5.0,20.0,5.0,1.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Brand New (2025)
1034,4.0,5.0,4.0,1.0,2.0,1.0,1.0,MPCHS - Multi Gardens,False,False,False,False,0,Brand New (2025)
5257,4.0,5.0,4.0,1.0,2.0,1.0,1.0,DHA Phase 5,False,True,False,False,0,Brand New (2025)
5187,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
610,6.0,20.0,7.0,1.0,2.0,2.0,2.0,Soan Garden,False,False,False,False,0,Recently Built
4747,6.0,15.0,6.0,1.0,2.0,1.0,2.0,Bani Gala,True,False,True,False,0,Brand New (2025)
2244,6.0,20.0,5.0,2.0,2.0,2.0,2.0,F-7,False,False,False,False,0,Future
2458,7.0,5.0,5.0,1.0,2.0,1.0,2.0,Ghauri Town,False,False,False,False,0,Brand New (2025)
5371,5.0,5.0,4.0,1.0,2.0,1.0,2.0,Park View City,False,False,False,False,1,Brand New (2025)
1182,3.0,8.0,3.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,0,Brand New (2025)
4895,6.0,7.0,5.0,1.0,1.0,1.0,1.0,G-13,False,False,False,False,0,Brand New (2025)
888,5.0,5.0,4.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
158,5.0,10.0,5.0,1.0,1.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
619,6.0,7.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
4570,5.0,10.0,5.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,True,False,False,0,Recently Built
2422,6.0,26.0,7.0,2.0,2.0,1.0,2.0,F-11,False,False,False,False,0,Established
4479,5.0,10.0,5.0,1.0,2.0,1.0,2.0,E-16,False,False,False,False,0,Recently Built
3908,5.0,3.0,5.0,2.0,2.0,1.0,2.0,Ghauri Town,False,False,False,False,0,Recently Built
6405,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
123,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4273,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,0,Brand New (2025)
5910,6.0,20.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,True,False,False,0,Recently Built
3094,6.0,10.0,5.0,1.0,2.0,2.0,2.0,MPCHS - Multi Gardens,True,False,False,False,0,Brand New (2025)
1072,4.0,6.0,3.0,1.0,1.0,1.0,2.0,Bani Gala,False,False,False,False,1,Brand New (2025)
3748,4.0,5.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
4973,6.0,26.0,5.0,1.0,2.0,1.0,2.0,Phulgran,False,True,False,False,0,Brand New (2025)
5036,6.0,26.0,5.0,2.0,2.0,1.0,2.0,F-7,True,False,False,False,1,Recently Built
2430,6.0,7.0,5.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Brand New (2025)
14,7.0,7.0,5.0,1.0,2.0,1.0,1.0,FECHS,False,True,False,False,1,Modern Era
3604,6.0,7.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
404,7.0,5.0,6.0,1.0,2.0,1.0,3.0,H-13,False,False,False,False,0,Brand New (2025)
6300,5.0,11.0,3.0,1.0,2.0,1.0,1.0,Bani Gala,False,False,False,False,0,Modern Era
1545,4.0,10.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
1721,2.0,40.0,2.0,2.0,2.0,1.0,2.0,Kashmir Highway,False,False,False,False,1,Recently Built
2125,4.0,14.0,5.0,1.0,2.0,1.0,1.0,Naval Anchorage,False,True,False,False,0,Brand New (2025)
5499,6.0,4.0,9.0,1.0,2.0,1.0,3.0,I-11,False,False,False,False,0,Brand New (2025)
6272,5.0,10.0,4.0,1.0,2.0,1.0,3.0,Gulberg Residencia,False,False,False,False,0,Brand New (2025)
6267,7.0,12.0,6.0,1.0,2.0,1.0,2.0,G-15,False,False,False,False,1,Brand New (2025)
5269,3.0,5.0,2.0,1.0,1.0,1.0,1.0,H-13,False,False,False,False,0,Brand New (2025)
4040,5.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,True,0,Brand New (2025)
6127,5.0,9.0,5.0,2.0,2.0,1.0,1.0,PWD Housing Scheme,False,False,False,False,0,Brand New (2025)
2330,6.0,20.0,5.0,2.0,2.0,1.0,1.0,F-8,False,False,False,False,0,Recently Built
3575,6.0,14.0,6.0,1.0,2.0,1.0,2.0,G-9,False,True,False,True,0,Brand New (2025)
5669,5.0,6.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
4038,5.0,5.0,4.0,1.0,1.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
5824,6.0,20.0,5.0,2.0,2.0,1.0,3.0,F-6,True,False,True,False,0,Recently Built
2504,6.0,26.0,5.0,2.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Recently Built
1231,4.0,5.0,3.0,1.0,2.0,1.0,1.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
5339,4.0,5.0,4.0,1.0,1.0,1.0,2.0,Park View City,False,False,False,False,0,Brand New (2025)
3256,6.0,16.0,7.0,1.0,2.0,1.0,1.0,E-11,False,False,False,False,0,Brand New (2025)
1301,3.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
727,6.0,14.0,7.0,1.0,2.0,2.0,2.0,I-8,False,False,False,False,0,Recently Built
3402,7.0,14.0,6.0,2.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Established
2647,6.0,20.0,7.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,True,False,False,1,Modern Era
485,3.0,3.0,3.0,1.0,1.0,1.0,2.0,Khanna Pul,False,False,False,False,0,Modern Era
4198,6.0,5.0,8.0,1.0,2.0,1.0,2.0,Bhara kahu,False,False,False,False,1,Brand New (2025)
4617,5.0,7.0,5.0,1.0,2.0,1.0,1.0,G-13,False,False,True,False,0,Recently Built
756,5.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
1958,6.0,20.0,6.0,2.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,1,Brand New (2025)
1460,6.0,40.0,6.0,2.0,2.0,2.0,2.0,F-11,True,False,False,False,0,Recently Built
4157,5.0,5.0,4.0,1.0,2.0,1.0,2.0,D-12,True,False,False,False,1,Brand New (2025)
2432,5.0,5.0,4.0,1.0,1.0,1.0,2.0,Mumtaz City,False,False,False,False,0,Brand New (2025)
3665,5.0,8.0,5.0,1.0,2.0,1.0,2.0,E-11,False,False,False,False,0,Recently Built
5646,6.0,20.0,5.0,2.0,2.0,2.0,2.0,F-8,True,False,False,False,0,Recently Built
4145,3.0,4.0,2.0,1.0,1.0,1.0,1.0,Jhangi Syedan,False,False,True,False,1,Brand New (2025)
4932,5.0,6.0,4.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
4873,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-14,False,False,False,True,0,Brand New (2025)
5817,6.0,20.0,6.0,1.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Modern Era
6471,7.0,20.0,10.0,2.0,2.0,1.0,3.0,D-12,False,False,True,False,0,Brand New (2025)
2645,6.0,5.0,6.0,1.0,2.0,1.0,3.0,Faisal Town Phase 1,True,False,False,False,0,Brand New (2025)
3789,5.0,10.0,5.0,1.0,1.0,1.0,2.0,G-6,False,False,False,False,0,Brand New (2025)
2652,7.0,20.0,8.0,1.0,1.0,1.0,2.0,F-11,False,False,False,True,0,Modern Era
3072,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-14,False,False,False,False,1,Brand New (2025)
516,5.0,7.0,5.0,1.0,2.0,1.0,2.0,Gulberg Residencia,True,False,True,False,0,Brand New (2025)
6312,6.0,26.0,6.0,2.0,2.0,2.0,2.0,F-7,False,False,False,False,0,Established
4975,4.0,4.0,4.0,1.0,1.0,1.0,2.0,D-12,True,False,False,True,0,Brand New (2025)
1910,6.0,10.0,6.0,1.0,2.0,1.0,2.0,E-11,False,False,False,False,0,Recently Built
2436,4.0,5.0,4.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,1,Brand New (2025)
803,4.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
3519,6.0,10.0,6.0,1.0,1.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
3652,5.0,8.0,4.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Brand New (2025)
3712,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 5,True,False,False,False,1,Brand New (2025)
3343,6.0,20.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4376,4.0,7.0,4.0,1.0,2.0,1.0,2.0,G-8,False,False,False,True,0,Brand New (2025)
1784,7.0,7.0,4.0,1.0,2.0,1.0,1.0,FECHS,False,False,False,False,0,Recently Built
6036,6.0,20.0,6.0,2.0,2.0,2.0,2.0,G-16,False,False,False,False,0,Established
4554,3.0,4.0,3.0,1.0,1.0,1.0,1.0,E-12,False,False,False,False,0,Recently Built
1384,7.0,32.0,6.0,2.0,2.0,2.0,2.0,E-7,False,False,False,False,0,Brand New (2025)
2625,5.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
3180,5.0,24.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Recently Built
1449,7.0,20.0,7.0,2.0,2.0,2.0,2.0,F-8,False,False,True,False,0,Modern Era
4686,5.0,8.0,4.0,1.0,2.0,1.0,2.0,Kuri Road,False,False,False,False,0,Recently Built
1580,4.0,5.0,5.0,1.0,2.0,1.0,2.0,G-8,False,False,False,False,1,Brand New (2025)
6018,4.0,10.0,4.0,1.0,1.0,1.0,2.0,Bani Gala,False,False,False,False,1,Brand New (2025)
5014,6.0,20.0,5.0,1.0,1.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
4049,6.0,6.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Brand New (2025)
6306,6.0,20.0,7.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
1434,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
5277,6.0,8.0,6.0,2.0,2.0,2.0,2.0,F-17,False,False,False,True,0,Brand New (2025)
2494,5.0,6.0,5.0,1.0,3.0,1.0,2.0,G-10,False,False,True,False,0,Recently Built
209,6.0,20.0,6.0,2.0,3.0,3.0,2.0,DHA Phase 1,False,False,False,False,0,Brand New (2025)
4748,6.0,7.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,True,False,True,True,1,Brand New (2025)
3388,5.0,5.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
4287,7.0,20.0,7.0,1.0,2.0,1.0,2.0,Naval Anchorage,False,True,False,False,1,Recently Built
4196,6.0,20.0,7.0,1.0,2.0,1.0,2.0,G-10,True,False,False,True,0,Vintage
841,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
2178,7.0,20.0,6.0,1.0,2.0,1.0,2.0,Park Enclave,True,False,False,False,0,Recently Built
1007,5.0,10.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,1,Brand New (2025)
1756,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Recently Built
4997,8.0,10.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,True,False,True,True,0,Brand New (2025)
1302,6.0,6.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,True,False,0,Recently Built
4951,6.0,22.0,7.0,1.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Established
717,6.0,10.0,4.0,1.0,2.0,1.0,1.0,Bahria Town,False,False,False,False,0,Brand New (2025)
5541,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 1,False,False,False,False,1,Recently Built
812,9.0,40.0,8.0,1.0,2.0,1.0,2.0,F-7,False,False,False,False,1,Recently Built
1646,6.0,20.0,5.0,1.0,2.0,1.0,1.0,F-6,True,False,False,False,1,Recently Built
5607,6.0,20.0,6.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,1,Brand New (2025)
1615,3.0,8.0,3.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,1,Recently Built
4211,7.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,True,0,Brand New (2025)
5760,5.0,7.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,True,0,Recently Built
752,6.0,7.0,6.0,1.0,2.0,2.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
908,5.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,1,Brand New (2025)
5838,6.0,10.0,6.0,1.0,2.0,1.0,1.0,G-13,False,False,False,False,0,Recently Built
2478,6.0,7.0,4.0,2.0,3.0,1.0,2.0,Bani Gala,True,False,False,False,0,Recently Built
1455,6.0,8.0,5.0,1.0,2.0,2.0,2.0,Mumtaz City,False,False,False,False,0,Brand New (2025)
2861,6.0,20.0,6.0,1.0,2.0,1.0,1.0,Kuri Road,True,True,False,False,0,Established
5952,4.0,11.0,4.0,1.0,1.0,1.0,2.0,DHA Phase 1,True,False,False,False,0,Modern Era
1659,6.0,10.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,False,True,0,Recently Built
4197,3.0,8.0,3.0,1.0,2.0,1.0,2.0,E-18,False,False,False,False,1,Brand New (2025)
6276,4.0,5.0,3.0,1.0,2.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,0,Brand New (2025)
160,2.0,5.0,3.0,1.0,2.0,1.0,2.0,I-10,False,False,False,False,1,Recently Built
5338,4.0,5.0,3.0,1.0,2.0,1.0,2.0,DHA Phase 3,True,False,False,True,0,Brand New (2025)
1051,4.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,True,False,False,False,1,Brand New (2025)
6210,7.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,1,Brand New (2025)
2931,6.0,10.0,6.0,1.0,2.0,1.0,1.0,G-14,False,False,False,False,0,Brand New (2025)
1567,5.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,1,Brand New (2025)
5544,5.0,5.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
2688,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
1197,7.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
165,6.0,10.0,6.0,1.0,2.0,2.0,1.0,Soan Garden,True,False,False,False,0,Recently Built
939,4.0,5.0,3.0,1.0,2.0,1.0,1.0,Bahria Enclave,False,False,False,True,0,Recently Built
6175,5.0,14.0,5.0,1.0,1.0,1.0,2.0,G-9,True,False,False,False,1,Recently Built
6077,4.0,6.0,4.0,1.0,1.0,1.0,1.0,G-11,False,False,False,False,1,Modern Era
1628,3.0,8.0,3.0,2.0,2.0,2.0,2.0,DHA Valley,False,False,False,False,0,Recently Built
913,6.0,14.0,7.0,1.0,2.0,1.0,1.0,D-17,False,False,False,False,0,Recently Built
536,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
372,6.0,7.0,5.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,0,Brand New (2025)
3981,6.0,10.0,5.0,2.0,2.0,1.0,1.0,DHA Phase 2,False,False,False,False,0,Recently Built
5845,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,True,False,False,False,0,Modern Era
4411,6.0,26.0,8.0,2.0,2.0,1.0,3.0,F-11,True,False,False,False,0,Modern Era
4241,3.0,8.0,3.0,1.0,2.0,1.0,2.0,DHA Valley,True,False,False,False,0,Recently Built
4298,5.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
58,5.0,26.0,5.0,1.0,2.0,1.0,2.0,F-8,False,False,False,True,0,Recently Built
5100,7.0,8.0,7.0,1.0,2.0,2.0,3.0,Margalla Town,False,False,True,False,0,Recently Built
6231,6.0,7.0,7.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,True,False,False,False,0,Recently Built
1428,6.0,26.0,6.0,2.0,1.0,1.0,2.0,F-7,False,False,True,False,0,Recently Built
1279,4.0,5.0,4.0,1.0,2.0,1.0,2.0,Naval Anchorage,False,False,False,False,0,Brand New (2025)
1108,5.0,6.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,True,False,0,Recently Built
1773,6.0,8.0,7.0,1.0,2.0,1.0,1.0,Mumtaz City,False,False,False,False,0,Recently Built
1623,6.0,12.0,6.0,2.0,2.0,1.0,3.0,PWD Housing Scheme,False,False,False,False,0,Brand New (2025)
4,4.0,5.0,3.0,1.0,2.0,2.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
5580,3.0,4.0,3.0,1.0,1.0,1.0,2.0,G-11,False,False,False,False,1,Modern Era
4542,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Jinnah Gardens,False,False,False,False,0,Brand New (2025)
2380,7.0,11.0,5.0,1.0,2.0,1.0,3.0,D-12,False,False,False,False,0,Recently Built
4694,5.0,5.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,True,False,False,False,0,Brand New (2025)
3408,6.0,5.0,5.0,1.0,2.0,1.0,2.0,G-15,False,False,False,False,0,Brand New (2025)
4524,6.0,8.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
3920,6.0,8.0,7.0,1.0,2.0,1.0,2.0,D-12,True,False,False,False,1,Brand New (2025)
3667,6.0,8.0,6.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Recently Built
4541,5.0,20.0,4.0,2.0,2.0,1.0,2.0,F-8,False,False,True,False,0,Modern Era
1560,7.0,14.0,6.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
5797,6.0,20.0,6.0,2.0,2.0,2.0,2.0,F-11,False,False,False,True,0,Modern Era
1206,7.0,18.0,7.0,1.0,2.0,1.0,2.0,F-6,False,False,False,False,0,Future
979,6.0,20.0,6.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
2547,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Emaar Canyon Views,False,False,False,True,0,Brand New (2025)
3466,3.0,9.0,4.0,1.0,1.0,1.0,2.0,I-9,False,False,False,False,0,Vintage
5085,6.0,10.0,6.0,1.0,1.0,1.0,1.0,B-17,False,False,True,True,0,Recently Built
3863,5.0,9.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Recently Built
3476,4.0,12.0,3.0,1.0,3.0,2.0,2.0,DHA Phase 5,False,False,False,False,0,Modern Era
3246,6.0,46.0,6.0,2.0,2.0,2.0,2.0,F-10,False,False,False,False,0,Modern Era
1657,5.0,8.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
4885,6.0,10.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
835,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Rawal Enclave,True,False,False,False,0,Brand New (2025)
5698,6.0,7.0,4.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,True,0,Brand New (2025)
5655,2.0,6.0,3.0,1.0,2.0,1.0,2.0,I-9,True,False,False,False,1,Vintage
62,6.0,20.0,7.0,1.0,2.0,1.0,3.0,F-17,False,False,False,False,0,Brand New (2025)
1235,2.0,20.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 6,True,False,False,False,0,Recently Built
2953,7.0,11.0,6.0,2.0,2.0,1.0,2.0,D-12,True,False,False,False,0,Brand New (2025)
4093,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,False,False,0,Brand New (2025)
2702,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
1201,5.0,5.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,True,False,True,False,0,Brand New (2025)
5107,7.0,40.0,6.0,2.0,2.0,1.0,2.0,Naval Anchorage,False,False,False,True,0,Brand New (2025)
1611,2.0,5.0,2.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,1,Recently Built
1678,7.0,10.0,6.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
3704,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
2826,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,True,False,False,0,Recently Built
1403,6.0,5.0,7.0,1.0,1.0,1.0,3.0,I-10,False,False,False,False,0,Recently Built
3979,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
586,6.0,8.0,7.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Recently Built
3774,6.0,5.0,6.0,1.0,1.0,1.0,1.0,Mumtaz City,True,False,False,False,0,Recently Built
5786,5.0,10.0,4.0,1.0,1.0,1.0,3.0,Kashmir Highway,False,False,False,False,0,Recently Built
3489,6.0,10.0,5.0,2.0,2.0,2.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
25,6.0,20.0,6.0,1.0,2.0,2.0,2.0,G-11,True,False,False,False,0,Recently Built
983,8.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Established
45,4.0,7.0,4.0,1.0,1.0,1.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
5850,6.0,20.0,6.0,1.0,3.0,2.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
4359,3.0,5.0,3.0,1.0,2.0,1.0,2.0,Bani Gala,True,False,False,False,1,Brand New (2025)
6294,6.0,10.0,4.0,1.0,2.0,2.0,2.0,Gulberg Residencia,True,False,False,True,0,Recently Built
4246,5.0,8.0,5.0,1.0,2.0,1.0,1.0,G-13,False,False,True,False,0,Brand New (2025)
769,5.0,5.0,5.0,1.0,1.0,1.0,2.0,I-11,False,False,False,False,0,Recently Built
3618,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
1337,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
2725,6.0,8.0,5.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Recently Built
2797,6.0,5.0,7.0,1.0,3.0,1.0,1.0,G-10,False,False,False,True,1,Brand New (2025)
783,5.0,6.0,5.0,1.0,2.0,1.0,2.0,G-10,False,False,False,False,0,Recently Built
4142,6.0,8.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
2534,6.0,24.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 1,False,False,False,False,0,Recently Built
6383,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4664,7.0,11.0,8.0,1.0,3.0,1.0,3.0,G-13,True,False,True,False,0,Recently Built
4866,5.0,10.0,5.0,1.0,2.0,1.0,1.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
322,4.0,5.0,5.0,1.0,1.0,1.0,2.0,B-17,False,False,False,False,0,Recently Built
5830,7.0,10.0,5.0,1.0,2.0,1.0,3.0,Top City 1,False,False,False,False,1,Recently Built
