,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Storey Unit,Main Location,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Property era
4558,2.0,5.0,2.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,1,Recently Built
4117,8.0,20.0,8.0,2.0,2.0,1.0,2.0,D-18,False,False,True,True,0,Recently Built
1875,6.0,42.0,5.0,2.0,1.0,1.0,2.0,F-8,True,False,False,False,0,Recently Built
507,7.0,40.0,7.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,True,False,False,0,Recently Built
5881,6.0,20.0,6.0,1.0,2.0,1.0,2.0,B-17,False,False,False,True,0,Modern Era
2496,5.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,1,Brand New (2025)
2130,6.0,14.0,6.0,2.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
3545,6.0,24.0,7.0,2.0,3.0,1.0,3.0,D-12,True,False,False,False,1,Brand New (2025)
2486,4.0,5.0,4.0,1.0,1.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,0,Recently Built
1701,6.0,8.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,True,1,Brand New (2025)
4670,8.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Established
5351,5.0,11.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
3951,6.0,20.0,8.0,2.0,3.0,2.0,3.0,G-11,False,False,False,True,0,Recently Built
2843,6.0,14.0,6.0,1.0,2.0,1.0,2.0,PWD Housing Scheme,False,False,False,False,1,Brand New (2025)
1984,5.0,5.0,4.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
2704,6.0,20.0,5.0,1.0,2.0,1.0,1.0,DHA Phase 2,True,False,False,False,0,Recently Built
1126,6.0,20.0,6.0,2.0,2.0,2.0,1.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
6098,6.0,24.0,6.0,1.0,2.0,1.0,1.0,Engineers Co-operative Housing,False,False,False,False,0,Brand New (2025)
193,6.0,20.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Vintage
1132,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
464,6.0,9.0,5.0,1.0,2.0,1.0,2.0,PWD Housing Scheme,False,False,False,False,0,Brand New (2025)
4526,6.0,12.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
1019,3.0,5.0,3.0,1.0,1.0,2.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
5475,5.0,5.0,4.0,1.0,2.0,1.0,2.0,Ghauri Town,False,False,True,False,1,Recently Built
6222,6.0,7.0,6.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,1,Recently Built
5302,4.0,18.0,3.0,1.0,1.0,1.0,2.0,F-6,False,False,False,False,1,Recently Built
5745,6.0,11.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,0,Recently Built
3289,5.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
602,7.0,24.0,8.0,2.0,3.0,2.0,3.0,I-8,True,False,False,False,1,Modern Era
3669,4.0,4.0,4.0,1.0,1.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
1444,7.0,18.0,6.0,2.0,2.0,2.0,3.0,F-8,False,False,True,False,0,Recently Built
1293,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
4850,6.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4300,6.0,14.0,6.0,1.0,2.0,1.0,1.0,G-9,False,False,False,True,0,Modern Era
5975,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,True,False,False,False,0,Recently Built
6001,6.0,20.0,7.0,1.0,2.0,1.0,2.0,E-11,False,False,False,False,0,Modern Era
437,2.0,5.0,2.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,0,Brand New (2025)
6046,7.0,8.0,5.0,1.0,2.0,1.0,2.0,F-17,False,False,True,False,0,Brand New (2025)
5322,6.0,12.0,6.0,1.0,2.0,1.0,2.0,G-16,False,False,False,False,1,Recently Built
948,6.0,20.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
1696,6.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
2885,6.0,26.0,9.0,2.0,2.0,2.0,2.0,G-14,False,False,False,False,0,Brand New (2025)
6219,8.0,8.0,7.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,1,Recently Built
3171,6.0,20.0,7.0,2.0,3.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Recently Built
4959,6.0,20.0,5.0,2.0,1.0,1.0,2.0,DHA Phase 3,False,False,False,False,0,Brand New (2025)
1389,4.0,5.0,4.0,1.0,2.0,1.0,1.0,Park View City,True,False,False,False,0,Brand New (2025)
2991,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
3188,6.0,20.0,6.0,1.0,2.0,1.0,1.0,MPCHS - Multi Gardens,False,True,False,False,0,Brand New (2025)
3627,4.0,5.0,4.0,1.0,2.0,1.0,2.0,E-18,False,False,False,False,0,Brand New (2025)
4247,7.0,14.0,6.0,1.0,2.0,1.0,2.0,G-15,False,False,True,False,0,Brand New (2025)
439,3.0,38.0,5.0,2.0,1.0,2.0,2.0,E-7,False,False,False,False,1,Brand New (2025)
5720,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
6145,7.0,10.0,7.0,1.0,2.0,1.0,2.0,Pakistan Town,True,False,False,False,1,Modern Era
1332,3.0,8.0,3.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,0,Recently Built
4582,5.0,10.0,5.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,1,Established
2421,6.0,14.0,9.0,2.0,1.0,1.0,3.0,G-10,False,False,False,False,0,Modern Era
5009,6.0,5.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,True,0,Future
1177,4.0,8.0,4.0,1.0,3.0,1.0,2.0,Bahria Enclave,True,False,False,False,0,Recently Built
3721,4.0,14.0,4.0,1.0,2.0,1.0,2.0,G-9,True,True,False,True,0,Recently Built
1980,6.0,6.0,6.0,1.0,1.0,1.0,2.0,Soan Garden,True,False,False,False,0,Modern Era
5501,5.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,1,Brand New (2025)
5600,6.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Recently Built
1440,8.0,13.0,8.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,1,Brand New (2025)
24,7.0,32.0,6.0,2.0,2.0,2.0,1.0,E-7,False,False,False,False,0,Brand New (2025)
2441,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Recently Built
2481,4.0,7.0,4.0,1.0,2.0,2.0,2.0,I-10,False,False,False,False,0,Modern Era
724,3.0,14.0,3.0,1.0,1.0,1.0,1.0,I-8,False,False,False,False,1,Established
4540,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4083,6.0,5.0,5.0,1.0,2.0,1.0,2.0,Soan Garden,True,False,False,False,0,Brand New (2025)
986,4.0,4.0,3.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
4085,5.0,5.0,4.0,2.0,3.0,2.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
2396,6.0,20.0,6.0,1.0,2.0,1.0,3.0,DHA Phase 2,False,False,False,False,0,Modern Era
5354,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
5562,3.0,5.0,5.0,1.0,2.0,1.0,2.0,G-8,False,False,False,True,0,Brand New (2025)
1451,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
5783,6.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
1935,6.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
2492,4.0,5.0,4.0,1.0,2.0,1.0,2.0,H-13,True,False,False,False,0,Recently Built
2976,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Jhangi Syedan,True,False,True,False,0,Brand New (2025)
1907,5.0,4.0,3.0,2.0,2.0,1.0,3.0,D-12,False,False,True,False,0,Recently Built
2959,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,True,False,0,Brand New (2025)
4232,7.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,True,1,Brand New (2025)
499,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Khanna Pul,False,False,False,False,0,Modern Era
4532,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-15,False,False,False,False,0,Modern Era
1422,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
4214,5.0,7.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Brand New (2025)
4983,5.0,9.0,5.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4369,6.0,14.0,6.0,1.0,1.0,1.0,2.0,G-10,False,False,False,False,0,Future
5003,6.0,7.0,5.0,1.0,1.0,1.0,1.0,G-13,False,False,False,False,0,Recently Built
1647,4.0,6.0,3.0,1.0,2.0,1.0,2.0,I-14,False,False,True,False,0,Recently Built
1730,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,True,False,False,False,1,Brand New (2025)
119,6.0,11.0,7.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
2247,7.0,18.0,7.0,2.0,2.0,2.0,2.0,F-6,False,False,False,False,0,Brand New (2025)
5246,3.0,5.0,4.0,2.0,2.0,1.0,2.0,I-10,False,False,False,False,0,Modern Era
2037,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,True,0,Brand New (2025)
5021,6.0,20.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 5,False,False,False,False,1,Brand New (2025)
1459,5.0,6.0,5.0,1.0,3.0,1.0,2.0,I-14,False,False,False,False,1,Recently Built
176,6.0,12.0,6.0,1.0,2.0,2.0,2.0,G-15,False,False,False,False,0,Brand New (2025)
1999,6.0,10.0,5.0,1.0,2.0,1.0,1.0,DHA Phase 5,True,False,False,False,0,Brand New (2025)
5022,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 3,True,False,False,False,0,Brand New (2025)
3407,5.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
1296,3.0,5.0,3.0,1.0,2.0,1.0,2.0,G-8,False,False,False,False,1,Brand New (2025)
5759,6.0,10.0,7.0,1.0,2.0,1.0,1.0,Bani Gala,False,False,False,False,0,Recently Built
1986,6.0,14.0,6.0,2.0,2.0,1.0,2.0,D-12,False,False,True,False,0,Recently Built
443,6.0,7.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,True,False,0,Brand New (2025)
2475,6.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,1,Brand New (2025)
4289,5.0,5.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,True,0,Future
1921,5.0,4.0,4.0,1.0,2.0,2.0,1.0,D-12,False,False,True,False,0,Brand New (2025)
5296,6.0,20.0,5.0,1.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Recently Built
6019,2.0,4.0,2.0,1.0,1.0,1.0,1.0,Ghauri Town,False,False,False,False,1,Recently Built
1751,5.0,6.0,4.0,1.0,2.0,1.0,1.0,G-10,False,False,False,False,0,Modern Era
5481,6.0,6.0,5.0,1.0,2.0,1.0,2.0,I-10,False,False,False,True,0,Recently Built
5558,6.0,7.0,6.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,1,Brand New (2025)
5647,6.0,14.0,6.0,1.0,1.0,1.0,1.0,G-9,False,False,False,False,0,Modern Era
1804,6.0,20.0,9.0,2.0,3.0,1.0,3.0,D-12,False,False,False,False,1,Brand New (2025)
380,3.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
719,5.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Brand New (2025)
5362,7.0,20.0,6.0,2.0,2.0,1.0,3.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
1790,4.0,15.0,6.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,True,0,Brand New (2025)
5661,7.0,20.0,6.0,1.0,1.0,1.0,2.0,E-17,False,False,False,False,0,Modern Era
4433,4.0,10.0,4.0,1.0,1.0,1.0,2.0,PECHS,False,False,False,False,1,Recently Built
6014,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,1,Recently Built
4691,6.0,6.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Brand New (2025)
1530,5.0,28.0,5.0,1.0,2.0,1.0,2.0,Bahria Garden City,False,False,False,False,0,Recently Built
3207,5.0,5.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Brand New (2025)
398,6.0,20.0,5.0,2.0,2.0,1.0,1.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
3905,6.0,10.0,6.0,1.0,2.0,1.0,2.0,E-18,False,False,False,False,1,Modern Era
1919,6.0,10.0,7.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Brand New (2025)
1400,10.0,26.0,9.0,2.0,2.0,2.0,3.0,F-11,False,False,False,False,0,Recently Built
4277,6.0,5.0,4.0,1.0,2.0,1.0,2.0,Airport Enclave,False,False,False,False,0,Brand New (2025)
3449,5.0,4.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
3858,4.0,4.0,4.0,1.0,1.0,1.0,1.0,D-12,False,False,False,True,0,Future
891,6.0,10.0,5.0,1.0,1.0,1.0,2.0,Bahria Enclave,True,False,False,False,1,Brand New (2025)
5424,5.0,7.0,4.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Brand New (2025)
2584,6.0,42.0,6.0,2.0,1.0,1.0,1.0,F-10,False,False,False,False,0,Recently Built
5598,6.0,14.0,7.0,1.0,2.0,1.0,2.0,G-10,True,False,False,False,0,Brand New (2025)
4421,6.0,20.0,5.0,2.0,1.0,1.0,2.0,DHA Phase 3,False,False,False,False,0,Brand New (2025)
2733,6.0,6.0,6.0,1.0,3.0,1.0,3.0,E-11,False,False,False,True,1,Recently Built
2346,6.0,10.0,5.0,1.0,2.0,2.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
2468,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Faisal Hills,False,False,False,False,0,Brand New (2025)
3265,6.0,14.0,6.0,1.0,2.0,1.0,2.0,G-10,False,False,False,False,0,Established
3003,5.0,6.0,4.0,1.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
2900,6.0,14.0,7.0,1.0,2.0,1.0,3.0,G-9,False,False,False,True,0,Recently Built
1904,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
2982,6.0,48.0,7.0,2.0,2.0,1.0,2.0,F-6,False,False,False,False,1,Recently Built
836,7.0,5.0,6.0,1.0,1.0,1.0,3.0,H-13,False,False,False,False,0,Modern Era
2535,6.0,20.0,7.0,1.0,1.0,1.0,1.0,DHA Phase 1,False,False,False,False,0,Modern Era
4094,6.0,5.0,6.0,1.0,2.0,1.0,2.0,H-13,False,False,False,False,0,Brand New (2025)
3799,5.0,8.0,4.0,1.0,2.0,1.0,2.0,E-11,False,False,True,False,0,Brand New (2025)
4991,6.0,26.0,6.0,2.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Recently Built
1247,6.0,5.0,5.0,1.0,2.0,1.0,1.0,MPCHS - Multi Gardens,True,False,False,True,1,Brand New (2025)
2673,7.0,38.0,7.0,2.0,1.0,2.0,2.0,F-8,False,False,False,True,0,Brand New (2025)
2428,6.0,32.0,6.0,2.0,2.0,2.0,2.0,E-7,True,False,True,False,0,Recently Built
2967,6.0,20.0,9.0,2.0,2.0,1.0,3.0,D-12,True,False,False,False,1,Recently Built
374,5.0,6.0,5.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,1,Brand New (2025)
903,6.0,11.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,True,True,True,False,0,Brand New (2025)
434,7.0,12.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,True,0,Brand New (2025)
6104,6.0,10.0,5.0,1.0,2.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,1,Recently Built
2136,6.0,9.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
2180,3.0,4.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,0,Brand New (2025)
3038,6.0,10.0,4.0,1.0,2.0,1.0,3.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
4802,6.0,20.0,7.0,1.0,2.0,1.0,3.0,D-12,False,True,True,False,0,Brand New (2025)
6315,7.0,40.0,7.0,1.0,2.0,1.0,2.0,F-7,True,False,False,False,0,Recently Built
3147,8.0,14.0,8.0,2.0,2.0,1.0,3.0,I-8,False,False,False,False,0,Recently Built
5766,4.0,32.0,2.0,2.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Modern Era
5270,3.0,4.0,2.0,1.0,1.0,1.0,1.0,H-13,False,False,False,False,0,Brand New (2025)
5888,6.0,8.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Recently Built
4195,4.0,6.0,4.0,1.0,2.0,2.0,2.0,G-9,True,False,False,False,0,Vintage
2989,6.0,20.0,7.0,1.0,2.0,1.0,2.0,F-8,False,False,False,False,0,Modern Era
6354,5.0,10.0,5.0,1.0,1.0,1.0,2.0,Top City 1,False,False,False,False,1,Recently Built
738,6.0,5.0,5.0,2.0,3.0,1.0,2.0,Green Avenue,False,False,False,False,1,Brand New (2025)
3961,4.0,14.0,4.0,1.0,2.0,2.0,2.0,I-8,False,True,True,False,1,Brand New (2025)
4674,5.0,5.0,4.0,1.0,1.0,1.0,2.0,Faisal Town Phase 1,True,False,False,False,0,Recently Built
551,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Recently Built
5237,6.0,9.0,6.0,1.0,2.0,1.0,2.0,Margalla View Housing Society,False,False,False,False,0,Modern Era
2261,7.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
6466,6.0,8.0,5.0,1.0,2.0,1.0,2.0,D-12,False,False,True,False,0,Brand New (2025)
543,6.0,10.0,5.0,1.0,2.0,2.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
3559,6.0,7.0,5.0,1.0,1.0,1.0,1.0,Jinnah Gardens,True,False,False,False,0,Recently Built
4967,7.0,7.0,7.0,1.0,2.0,1.0,2.0,E-16,True,False,False,False,1,Recently Built
1363,4.0,5.0,3.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Recently Built
4993,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Gulberg Residencia,False,True,False,False,1,Brand New (2025)
4663,5.0,6.0,5.0,1.0,2.0,1.0,1.0,G-11,True,False,True,False,0,Brand New (2025)
3186,6.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,True,False,False,False,0,Recently Built
5358,6.0,10.0,5.0,1.0,1.0,1.0,2.0,Bani Gala,False,False,True,False,1,Brand New (2025)
3067,3.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Modern Era
774,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
4984,3.0,8.0,3.0,1.0,2.0,2.0,3.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
914,6.0,12.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 1,False,False,False,False,0,Brand New (2025)
1848,5.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,True,False,0,Brand New (2025)
244,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
4787,6.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Brand New (2025)
3465,2.0,6.0,3.0,1.0,1.0,1.0,2.0,G-8,True,False,False,True,0,Brand New (2025)
6011,5.0,42.0,5.0,2.0,2.0,1.0,1.0,F-8,False,False,False,False,0,Recently Built
2668,5.0,10.0,5.0,1.0,2.0,1.0,2.0,F-11,False,False,False,False,0,Modern Era
2126,6.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,True,False,False,1,Brand New (2025)
2281,4.0,5.0,4.0,1.0,1.0,1.0,2.0,Naval Anchorage,False,False,False,False,0,Modern Era
1852,4.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,1,Brand New (2025)
879,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
2542,4.0,3.0,5.0,1.0,1.0,1.0,2.0,Soan Garden,False,False,False,True,0,Established
3248,6.0,20.0,5.0,2.0,2.0,1.0,2.0,F-10,True,False,False,False,0,Modern Era
1382,6.0,7.0,6.0,1.0,2.0,1.0,1.0,I-11,False,False,False,False,0,Brand New (2025)
5330,2.0,3.0,2.0,1.0,1.0,1.0,2.0,Marwa Town,False,False,False,False,0,Recently Built
3686,6.0,5.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,True,1,Brand New (2025)
598,6.0,20.0,5.0,1.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
3073,7.0,8.0,7.0,1.0,2.0,1.0,2.0,I-11,False,False,False,False,1,Brand New (2025)
5727,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
2938,4.0,4.0,4.0,1.0,2.0,2.0,2.0,G-13,False,False,False,False,0,Modern Era
214,6.0,14.0,6.0,1.0,2.0,1.0,2.0,B-17,True,False,False,False,0,Brand New (2025)
2591,6.0,20.0,6.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,False,1,Brand New (2025)
5308,6.0,8.0,4.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Recently Built
1308,6.0,20.0,9.0,2.0,2.0,2.0,3.0,D-12,False,False,False,False,0,Brand New (2025)
512,6.0,20.0,5.0,1.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Modern Era
1791,7.0,10.0,7.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
5909,6.0,5.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,0,Brand New (2025)
3179,5.0,5.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,True,0,Brand New (2025)
656,6.0,8.0,6.0,1.0,1.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Brand New (2025)
6403,6.0,20.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,True,0,Recently Built
1073,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Brand New (2025)
2578,2.0,5.0,2.0,1.0,2.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,0,Brand New (2025)
6459,7.0,13.0,9.0,1.0,1.0,1.0,3.0,CBR Town Phase 1,False,False,False,True,0,Recently Built
447,4.0,4.0,4.0,1.0,2.0,1.0,2.0,I-10,False,True,False,False,0,Brand New (2025)
800,4.0,7.0,4.0,1.0,2.0,1.0,1.0,Mumtaz City,False,False,False,False,0,Recently Built
4423,4.0,5.0,4.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Modern Era
5042,5.0,9.0,5.0,1.0,2.0,2.0,2.0,F-6,True,False,False,False,0,Recently Built
442,6.0,10.0,4.0,1.0,2.0,2.0,2.0,MPCHS - Multi Gardens,False,False,False,False,0,Brand New (2025)
3438,6.0,14.0,6.0,1.0,2.0,1.0,2.0,G-9,False,False,False,False,0,Brand New (2025)
998,4.0,5.0,3.0,1.0,1.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
3470,5.0,8.0,5.0,2.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
2856,5.0,5.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,0,Brand New (2025)
5226,4.0,7.0,4.0,1.0,2.0,1.0,2.0,G-16,False,False,True,True,0,Brand New (2025)
1068,6.0,36.0,8.0,1.0,1.0,2.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
3548,7.0,20.0,8.0,2.0,3.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
1845,5.0,5.0,3.0,1.0,2.0,1.0,2.0,Faisal Hills,True,False,True,True,0,Brand New (2025)
5592,6.0,20.0,9.0,2.0,3.0,2.0,2.0,E-11,False,False,False,False,0,Modern Era
6255,7.0,28.0,5.0,2.0,2.0,1.0,2.0,Bahria Garden City,False,False,False,False,0,Recently Built
4352,6.0,10.0,6.0,1.0,2.0,2.0,2.0,Gulberg Residencia,False,False,False,False,0,Brand New (2025)
1402,6.0,26.0,6.0,1.0,2.0,1.0,2.0,F-11,True,False,False,False,0,Recently Built
18,3.0,3.0,3.0,1.0,2.0,1.0,3.0,D-17,False,False,False,False,0,Recently Built
1276,6.0,10.0,5.0,2.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
1159,4.0,5.0,4.0,1.0,2.0,1.0,2.0,PWD Housing Scheme,True,False,True,False,1,Brand New (2025)
755,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
5434,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Modern Era
606,6.0,14.0,5.0,2.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
3719,6.0,12.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,False,False,1,Brand New (2025)
6463,2.0,5.0,2.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,0,Recently Built
270,5.0,7.0,4.0,1.0,2.0,3.0,3.0,CBR Town Phase 1,True,False,False,False,1,Brand New (2025)
5506,7.0,14.0,6.0,2.0,2.0,2.0,2.0,D-12,False,False,False,True,0,Brand New (2025)
674,6.0,20.0,7.0,1.0,2.0,2.0,2.0,Soan Garden,False,False,False,False,0,Brand New (2025)
3801,4.0,8.0,4.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Recently Built
5403,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Tarnol,False,False,True,False,1,Modern Era
