,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Building,Main Location,luxury_type,Parking Spaces,Floor,Elevators,Floor in Building,Price per Unit,Property era,Floor Level,Building Type,Elevator Capacity
6342,2.0,6.0,2.0,1.0,1.0,1.0,Lignum Tower,DHA Phase 2,0,1.0,1.0,1.0,20.0,0.0,Recently Built,Ground/First Floor,High Rise,Single/None
6007,3.0,10.0,3.0,1.0,1.0,1.0,Gulberg Arena Mall,Gulberg Greens,0,2.0,6.0,3.0,8.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
3055,2.0,6.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,8.0,2.0,11.0,0.0,Modern Era,Mid-Level,Mid Rise Core,Dual Setup
2463,1.0,3.0,1.0,1.0,1.0,1.0,F-11,F-11,1,1.0,1.0,1.0,9.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
3944,4.0,11.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
2161,3.0,14.0,3.0,0.0,1.0,0.0,Al-Safa Heights,F-11,0,1.0,5.0,2.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2608,1.0,5.0,1.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
2246,1.0,4.0,1.0,1.0,1.0,1.0,New Blue Area,New Blue Area,0,1.0,7.0,1.0,14.0,1.0,Recently Built,Mid-Level,High Rise,Single/None
4302,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Hills,Faisal Hills,0,1.0,4.0,1.0,6.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
4735,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
4556,2.0,8.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2044,2.0,9.0,2.0,2.0,1.0,1.0,Al-Safa Heights,F-11,0,3.0,5.0,2.0,7.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
4115,2.0,4.0,2.0,0.0,1.0,1.0,D-17,D-17,0,1.0,1.0,1.0,4.0,0.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
2107,4.0,11.0,3.0,1.0,1.0,0.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,0,1.0,1.0,1.0,4.0,1.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
4583,1.0,2.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,3.0,1.0,7.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
2869,1.0,5.0,1.0,1.0,2.0,2.0,F-11,F-11,0,4.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
6015,1.0,4.0,1.0,1.0,1.0,1.0,E-11,E-11,0,1.0,5.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5567,1.0,2.0,1.0,2.0,2.0,2.0,B-17,B-17,0,4.0,1.0,1.0,1.0,0.0,Established,Ground/First Floor,Ground/Flat,Single/None
1968,1.0,3.0,1.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,6.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
395,2.0,8.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,3.0,2.0,15.0,0.0,Modern Era,Lower Floors,High Rise,Dual Setup
3968,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
2206,2.0,8.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4730,3.0,4.0,3.0,1.0,1.0,1.0,CBR Town,CBR Town Phase 1,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2840,2.0,4.0,2.0,1.0,1.0,0.0,Residency,DHA Phase 2,0,1.0,1.0,2.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
3346,1.0,2.0,1.0,0.0,1.0,0.0,Gulberg Residencia,Gulberg Residencia,0,1.0,5.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5839,2.0,6.0,2.0,1.0,1.0,1.0,Akas Mall & Residencia,Bahria Enclave,0,1.0,7.0,2.0,9.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,Dual Setup
3446,2.0,6.0,2.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,1,1.0,2.0,10.0,10.0,0.0,Recently Built,Lower Floors,Mid Rise Core,High-Capacity
4035,2.0,4.0,2.0,1.0,1.0,1.0,CBR Town Phase 1,CBR Town Phase 1,1,1.0,1.0,2.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
802,3.0,10.0,3.0,1.0,1.0,1.0,Bahria Enclave,Bahria Town,0,1.0,2.0,4.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
1644,2.0,3.0,2.0,1.0,1.0,1.0,Soan Garden,Soan Garden,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
3048,4.0,11.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,2.0,11.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
3353,2.0,7.0,2.0,1.0,1.0,1.0,The Centaurus,F-8,0,2.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
1675,2.0,4.0,2.0,1.0,1.0,1.0,Gulberg Business Square,Gulberg Greens,0,4.0,3.0,2.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2925,1.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 1,DHA Phase 1,1,2.0,3.0,1.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
5995,3.0,4.0,2.0,1.0,1.0,1.0,Korang Town,Korang Town,1,2.0,1.0,2.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Dual Setup
4679,1.0,2.0,1.0,1.0,1.0,1.0,Gandhara City,Gandhara City,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
3997,3.0,10.0,3.0,0.0,1.0,0.0,F-11,F-11,0,1.0,1.0,1.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
2445,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Hills,Faisal Hills,1,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6119,2.0,5.0,1.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,11.0,1.0,21.0,1.0,Modern Era,High-Rise,High Rise,Single/None
2361,2.0,8.0,2.0,1.0,1.0,1.0,F-11,F-11,0,2.0,2.0,3.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Multiple Bank
3730,5.0,12.0,4.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,3.0,3.0,1.0,12.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
2772,3.0,7.0,2.0,0.0,1.0,1.0,D-17,D-17,0,1.0,1.0,1.0,3.0,0.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
2618,2.0,4.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
408,1.0,4.0,1.0,1.0,1.0,1.0,E-11,E-11,0,4.0,6.0,2.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
3087,2.0,4.0,2.0,1.0,2.0,2.0,B-17,B-17,0,1.0,3.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
1698,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
2004,3.0,12.0,3.0,0.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4153,2.0,5.0,2.0,1.0,1.0,1.0,The Magnus,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4108,2.0,6.0,2.0,1.0,1.0,0.0,Goldcrest Views,DHA Phase 2,0,1.0,1.0,7.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,High-Capacity
3598,1.0,2.0,1.0,1.0,1.0,1.0,H-13,H-13,0,2.0,7.0,1.0,7.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
2949,3.0,5.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,2.0,8.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
781,3.0,5.0,3.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,1.0,2.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
529,2.0,7.0,2.0,1.0,1.0,0.0,Eighteen,Kashmir Highway,0,1.0,1.0,1.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4074,2.0,4.0,2.0,1.0,1.0,1.0,I-16,I-16,0,1.0,7.0,2.0,7.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
188,3.0,6.0,3.0,1.0,2.0,1.0,Soan Garden,Soan Garden,0,1.0,1.0,1.0,6.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
3964,2.0,4.0,2.0,0.0,2.0,1.0,Madina Tower,E-11,0,1.0,8.0,4.0,12.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
930,3.0,9.0,3.0,1.0,1.0,1.0,F-10,F-10,0,1.0,2.0,1.0,6.0,1.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5991,2.0,4.0,2.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
1581,1.0,5.0,1.0,1.0,1.0,1.0,Gulberg Arena Mall,Gulberg Greens,0,2.0,1.0,8.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,High-Capacity
1166,2.0,4.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
1742,3.0,10.0,3.0,1.0,1.0,1.0,Askari Tower 3,DHA Phase 5,1,1.0,1.0,1.0,12.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1640,4.0,12.0,3.0,1.0,1.0,1.0,The Centaurus,F-8,1,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2280,3.0,6.0,2.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,3.0,3.0,8.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,High-Capacity
6008,1.0,2.0,1.0,2.0,1.0,2.0,Gulberg Greens,Gulberg Greens,0,1.0,5.0,3.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
4471,1.0,4.0,1.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,2.0,12.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
4191,2.0,5.0,2.0,1.0,1.0,1.0,MPCHS,B-17,0,1.0,4.0,2.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5866,3.0,7.0,3.0,1.0,2.0,1.0,I-16,I-16,0,2.0,1.0,2.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
2465,1.0,2.0,1.0,2.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,4.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4442,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,0,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
5320,2.0,4.0,2.0,0.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,2.0,2.0,2.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2039,2.0,6.0,2.0,1.0,1.0,1.0,G-10,G-10,0,1.0,3.0,3.0,10.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Multiple Bank
317,2.0,4.0,2.0,1.0,1.0,0.0,MPCHS,B-17,0,3.0,3.0,1.0,3.0,0.0,Brand New (2025),Lower Floors,Lower Levels,Single/None
70,2.0,4.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,1.0,2.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Dual Setup
4551,2.0,5.0,2.0,1.0,1.0,1.0,MPCHS,B-17,0,1.0,7.0,1.0,13.0,0.0,Recently Built,Mid-Level,High Rise,Single/None
4127,3.0,12.0,3.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,4.0,2.0,7.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
1983,3.0,6.0,3.0,1.0,1.0,1.0,Luxus Mall and Residency,Gulberg Greens,0,2.0,7.0,1.0,8.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
1583,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,4.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
723,2.0,6.0,2.0,1.0,1.0,1.0,Bani Gala,Bani Gala,0,4.0,4.0,2.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
2915,2.0,6.0,2.0,2.0,3.0,1.0,G-11,G-11,0,4.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
849,1.0,2.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,2.0,1.0,3.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
3020,2.0,9.0,2.0,1.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4166,1.0,4.0,1.0,2.0,2.0,2.0,Eighteen,Kashmir Highway,0,4.0,1.0,1.0,6.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3394,4.0,10.0,3.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,1.0,4.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
1376,4.0,9.0,3.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,2.0,5.0,1.0,5.0,1.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2754,1.0,3.0,2.0,0.0,1.0,0.0,Ghauri Town,Ghauri Town,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
1190,1.0,3.0,1.0,1.0,1.0,1.0,Kazani Heights,Islamabad Expressway,0,1.0,6.0,4.0,12.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
3963,3.0,10.0,3.0,1.0,1.0,1.0,G-11,G-11,0,2.0,1.0,4.0,14.0,0.0,Recently Built,Ground/First Floor,High Rise,Multiple Bank
4812,3.0,12.0,3.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5840,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,1.0,2.0,18.0,0.0,Future,Ground/First Floor,High Rise,Dual Setup
1868,1.0,1.0,1.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,7.0,4.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
6475,3.0,6.0,3.0,2.0,2.0,2.0,El Cielo,GT Road,0,1.0,8.0,1.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
3116,2.0,3.0,2.0,1.0,2.0,1.0,G-11,G-11,0,2.0,1.0,3.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
1099,1.0,2.0,1.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
3847,3.0,8.0,2.0,0.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,0,1.0,5.0,1.0,11.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
786,5.0,14.0,4.0,1.0,1.0,1.0,Askari Tower 3,DHA Phase 5,0,1.0,1.0,1.0,12.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
601,1.0,4.0,1.0,1.0,2.0,2.0,B-17,B-17,0,4.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2802,2.0,6.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,1.0,14.0,0.0,Recently Built,Ground/First Floor,High Rise,Single/None
1687,2.0,7.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,3.0,5.0,7.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,High-Capacity
2683,1.0,3.0,1.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,1.0,3.0,1.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5901,2.0,5.0,2.0,1.0,1.0,1.0,Capital Square,B-17,0,2.0,6.0,2.0,12.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
4363,2.0,5.0,2.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,8.0,0.0,Future,Ground/First Floor,Mid Rise Core,Single/None
2210,1.0,2.0,1.0,1.0,1.0,1.0,E-11,E-11,0,2.0,3.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5497,1.0,1.0,1.0,1.0,1.0,1.0,Soan Garden,Soan Garden,0,1.0,3.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
3975,2.0,7.0,2.0,1.0,1.0,1.0,Karakoram Greens,Gulberg Greens,1,1.0,1.0,1.0,18.0,0.0,Recently Built,Ground/First Floor,High Rise,Single/None
3983,3.0,12.0,3.0,1.0,1.0,1.0,F-11,F-11,0,1.0,4.0,2.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
5489,1.0,2.0,1.0,0.0,1.0,0.0,Sofia Sapphire,Mumtaz City,1,1.0,7.0,1.0,14.0,0.0,Future,Mid-Level,High Rise,Single/None
4294,3.0,11.0,3.0,1.0,1.0,1.0,Bahria Enclave,Bahria Town,0,2.0,7.0,10.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,High-Capacity
799,3.0,8.0,2.0,1.0,1.0,1.0,Eighteen,Kashmir Highway,1,1.0,1.0,1.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
156,3.0,7.0,3.0,1.0,1.0,1.0,Goldcrest Views,DHA Phase 2,0,1.0,24.0,5.0,40.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
2944,3.0,9.0,3.0,1.0,1.0,2.0,11 Central Apartments,G-11,0,1.0,1.0,4.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Multiple Bank
2013,1.0,4.0,1.0,1.0,1.0,0.0,Executive Apartments,DHA Phase 2,0,1.0,1.0,5.0,19.0,0.0,Recently Built,Ground/First Floor,High Rise,High-Capacity
5626,1.0,4.0,3.0,1.0,1.0,1.0,Mumtaz City,Mumtaz City,0,1.0,9.0,1.0,1.0,0.0,Brand New (2025),Mid-Level,Ground/Flat,Single/None
5813,2.0,5.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,0,4.0,2.0,3.0,11.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
6392,3.0,14.0,3.0,1.0,1.0,1.0,Park One,F-10,0,2.0,1.0,2.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Dual Setup
5431,1.0,2.0,1.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,6.0,1.0,6.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
388,4.0,13.0,2.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,2.0,4.0,8.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Multiple Bank
5309,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,4.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
3486,2.0,3.0,2.0,1.0,1.0,1.0,B-17,B-17,0,3.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2209,2.0,4.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,2.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5323,2.0,3.0,2.0,1.0,1.0,1.0,Jinnah Gardens Phase 1,Jinnah Gardens,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2945,4.0,10.0,3.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,15.0,1.0,Brand New (2025),Ground/First Floor,High Rise,Single/None
982,1.0,2.0,1.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
69,3.0,6.0,3.0,0.0,1.0,1.0,El Cielo,GT Road,0,3.0,3.0,2.0,10.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
1251,2.0,6.0,2.0,1.0,1.0,1.0,Lignum Tower,DHA Phase 2,0,1.0,1.0,1.0,20.0,0.0,Brand New (2025),Ground/First Floor,High Rise,Single/None
2327,1.0,2.0,1.0,1.0,1.0,0.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
1627,1.0,3.0,1.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,0,1.0,1.0,3.0,15.0,0.0,Recently Built,Ground/First Floor,High Rise,Multiple Bank
4962,2.0,5.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,4.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
617,2.0,4.0,2.0,2.0,1.0,1.0,Soan Garden,Soan Garden,0,4.0,4.0,1.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
3230,2.0,6.0,2.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,2.0,3.0,2.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
94,1.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,5.0,1.0,10.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2464,1.0,2.0,1.0,1.0,1.0,1.0,MPCHS,B-17,1,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5951,3.0,11.0,3.0,1.0,2.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,1.0,12.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4446,2.0,3.0,2.0,1.0,1.0,1.0,G-15,G-15,1,1.0,3.0,1.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
6040,3.0,8.0,3.0,1.0,1.0,2.0,Silver Oaks Apartments,F-10,0,2.0,1.0,1.0,1.0,1.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
3160,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,3.0,2.0,9.0,0.0,Future,Lower Floors,Mid Rise Core,Dual Setup
4736,3.0,12.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,1,1.0,1.0,1.0,12.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6243,2.0,5.0,2.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,1,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2199,2.0,6.0,2.0,2.0,2.0,2.0,F-11,F-11,0,4.0,1.0,1.0,9.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
6334,1.0,3.0,1.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,1.0,1.0,20.0,0.0,Future,Ground/First Floor,High Rise,Single/None
2627,1.0,3.0,1.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,2.0,5.0,3.0,0.0,Future,Lower Floors,Lower Levels,High-Capacity
3724,1.0,3.0,1.0,0.0,1.0,1.0,Elysium Mall,Blue Area,0,1.0,6.0,4.0,12.0,1.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
734,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,1.0,3.0,3.0,1.0,Established,Ground/First Floor,Lower Levels,Multiple Bank
3786,1.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 3,DHA Phase 3,0,1.0,1.0,1.0,11.0,0.0,Future,Ground/First Floor,Mid Rise Core,Single/None
2657,2.0,5.0,2.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,2.0,6.0,2.0,8.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
5900,2.0,5.0,2.0,1.0,1.0,1.0,Capital Square,B-17,0,2.0,4.0,2.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2019,1.0,3.0,1.0,1.0,1.0,1.0,E-11,E-11,0,3.0,12.0,8.0,14.0,0.0,Modern Era,High-Rise,High Rise,High-Capacity
4187,2.0,6.0,2.0,1.0,1.0,1.0,Goldcrest Views,DHA Phase 2,0,1.0,24.0,5.0,40.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
1925,1.0,5.0,1.0,1.0,1.0,0.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
6225,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,3.0,1.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
3328,2.0,6.0,2.0,4.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2867,3.0,5.0,3.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
